Classifications,Permanent Call Number,Material Type,Author,ISBN,ISSN,Title (Complete),Publication Place,Publisher,Publication Date,Barcode,Replacement cost,
Visual arts,N7343.4 .Z49 2002,Book,"Zhou, Mi, 1232-1308.",9004126058; 9789004126053,,Zhou Mi's record of clouds and mist passing before one's eyes : an annotated translation / by Ankeney Weitz.,"Boston, MA :",Brill,2002,39097011515377,,39097011515377
Visual arts,N8232 .B6 1964,Book,Bowdoin College. Museum of Art.,,,The portrayal of the Negro in American painting; [exhibition] the Bowdoin College Museum of Art. [Catalogue.,Brunswick? Me.],,1964,39097011516185,,39097011516185
Visual arts,N8558 .F35 1999,Book,,,,Fakebusters : scientific detection of fakery in art / edited by Walter C. McCrone and Richard J. Weiss.,"[Bellingham, Wash.?] :",McCrone Research Institute; SPIE,1999,39097011516300,,39097011516300
Visual arts,N8180 .P35 1999,Book,"Palazzo, Eric",2503507433; 9782503507439,,L'évêque et son image : l'illustration du pontifical au Moyen Age / Eric Palazzo.,Turnhout :,Brepols,1999,39097011516342,66.51,39097011516342
Architecture,NA737.S3 C5 1948,Book,"Christ-Janer, Albert, 1910-1973",,,Eliel Saarinen / With a foreword by Alvar Aalto.,[Chicago],Univ of Chicago Press,[1948],39097011518710,,39097011518710
Visual arts,N7592.2 .P45 2002,Book,"Pelc, Milan.",9004125493; 9789004125490,,Illustrium imagines : das Porträtbuch der Renaissance / by Milan Pelc.,Leiden ;,Brill,2002,39097011522316,,39097011522316
Visual arts,N6999.N45 A4 1996,Book,"Neizvestnyĭ, Ėrnst, 1925-2016.",,,Ernst Neizvestny / Ernst Neizvestny.,Moscow :,"Gallery ""Dom Nashchokina""",1996,39097011524130,,39097011524130
Architecture,NA209.5 .E37 2002,Book,"Eaton, Ruth.",0500341869; 9780500341865,,Ideal cities : utopianism and the (un)built environment / Ruth Eaton.,London :,Thames & Hudson,"2002, c2001.",39097011525640,51,39097011525640
Architecture,NA1115 .H67 2002,Book,"Hopkins, Andrew, 1965-",050020361X; 9780500203613,,Italian architecture : from Michelangelo to Borromini / Andrew Hopkins.,London :,Thames & Hudson,2002,39097011527836,,39097011527836
Architecture,NA7620 .J64 2002,Book,"Johnson, Matthew, 1962-",0415258871; 9780415258876; 0415261007; 9780415261005,,Behind the castle gate : from medieval to Renaissance / Matthew Johnson.,London ;,Routledge,2002,39097011528198,,39097011528198
Architecture,NA1478.J4 K76 1983,Book,"Ḳroyanḳer, Daṿid",965261017,,"Adrikhalut bi-Yerushalayim--teḳufot ṿe-signonot : shekhunot u-vinyane tsibur yehudiyim me-ḥuts la-ḥomot, 1860-1914 / Daṿid Ḳroyanḳer ; Deror Ṿarman, reḳaʻ hisṭori.",Jerusalem :,Domino; Mekhon Yerushalayim le-ḥeḳer Yiśraʾel,1983,39097011529188,,39097011529188
Visual arts,N6512 .N3434 1978,Book,"New Museum (New York, N.Y.)",,,"""Bad"" painting / James Albertson ... [et al.].",New York :,New Museum,1978,39097011531069,26.5,39097011531069
Visual arts,N6853.P5 C7 2002,Book,"Cowling, Elizabeth",0714829501; 9780714829500; 0714842931; 9780714842936,,Picasso : style and meaning / Elizabeth Cowling.,London ;,Phaidon,2002,39097011531242,,39097011531242
Visual arts,N8080.J58 H36 2002,Book,"Hamburger, Jeffrey F., 1957-",0520228774; 9780520228771,,St. John the Divine : the deified evangelist in medieval art and theology / Jeffrey F. Hamburger.,Berkeley :,University of California Press,c2002.,39097011531309,,39097011531309
Architecture,NA1508.C44 P73 2002,Book,"Prakash, Vikramaditya.",0295982071; 9780295982076,,Chandigarh's Le Corbusier : the struggle for modernity in postcolonial India / Vikramaditya Prakash.,Seattle :,University of Washington Press,c2002.,39097011531432,,39097011531432
Architecture,NA737.J6 A4 2002,Book,,0821227882; 9780821227886,,"The architecture of Philip Johnson / foreword, Philip Johnson ; photography, Richard Payne ; essay, Hilary Lewis ; text, Stephen Fox.",Boston :,Bulfinch Press,c2002.,39097011533313,,39097011533313
Architecture,NA735.C4 L68 2000,Book,"Lowe, David, 1933-",0823028712; 9780823028719,,Lost Chicago / David Garrard Lowe.,New York :,Watson-Guptill Publications,c2000.,39097011534501,25.46,39097011534501
Architecture,NA1477 .F67 2002,Book,"Förg, Günther, 1952-",3775791140; 9783775791144,,"Günther Förg : photographs : Bauhaus Tel Aviv--Jerusalem / edited by Politischer Club Colonia (PCC), Köln/Weimar.",Ostfildern :,Distributed in the US DAP Distributed Art Publishers; Hatje Cantz,c2002.,39097011536498,36.17,39097011536498
Visual arts,N6999.K33 A4 2001b,Book,"Kandinsky, Wassily, 1866-1944.",2900923263; 9782900923269; 2900923271; 9782900923276,,Vassily Kandinsky : rétrospective : 4 juillet-10 octobre 2001.,Saint-Paul [France] :,Fondation Maeght,c2001.,39097011537439,53.3,39097011537439
Visual arts,N6853.J43 A4 2002,Book,"Le Corbusier, 1887-1965",0300093578; 9780300093575,,"Le Corbusier before Le Corbusier : applied arts, architecture, painting, photography, 1907-1922 / edited by Stanislaus von Moos and Arthur Rüegg.",New Haven :,Published for the Bard Graduate Center for Studies in the Decorative Arts Design and Culture New York with the Langmatt Musemum Baden Switzerland by Yale University Press,c2002.,39097011541076,,39097011541076
Visual arts,N7852.5 .B376 2002,Book,"Barber, Charles, 1964-",0691091773; 9780691091778,,Figure and likeness : on the limits of representation in Byzantine iconoclasm / Charles Barber.,"Princeton, N.J. :",Princeton University Press,c2002.,39097011541936,,39097011541936
Architecture,NA737.A3 A4 2002,Book,"Adler, David, 1882-1949",0300097026; 9780300097023,,"David Adler, architect : the elements of style / edited by Martha Thorne ; with essays by Richard Guy Wilson, Pauline C. Metcalf, and Ghenete Zelleke ; foreword by Robert A.M. Stern ; new color photography of Bob Harr, Hedrich Blessing.",New Haven :,Art Institute of Chicago in association with Yale University Press,c2002.,39097011542090,,39097011542090
Visual arts,N7483.B375 A78 2002,Book,,0521782481; 9780521782487,,"Art history in the age of Bellori : scholarship and cultural politics in seventeenth-century Rome / edited by Janis Bell, Thomas Willette.","Cambridge, U.K. ;",Cambridge University Press,2002,39097011542439,,39097011542439
Architecture,NA8306.J22 W35 2002,Book,"Walker, Robin Noel.",0415944031; 9780415944038,,Shōkō-ken : a late medieval daime sukiya style Japanese tea-house / Robin Noel Walker.,New York :,Routledge,2002,39097011542470,,39097011542470
Architecture,NA1121.V4 H68 2002,Book,"Howard, Deborah",0300090293; 9780300090291; 0300090285; 9780300090284,,The architectural history of Venice / Deborah Howard.,New Haven [Conn.] :,Yale University Press,c2002.,39097011542496,,39097011542496
Visual arts,N6535.C55 K38 2002,Book,"Katz, Wendy Jean.",0814209068; 9780814209066,,Regionalism and reform : art and class formation in Antebellum Cincinnati / Wendy Jean Katz.,Columbus :,Ohio State University Press,c2002.,39097011543841,,39097011543841
Architecture,NA1559.I84 A4 2001,Book,"Itō, Toyoo, 1941-",1904313019; 9781904313014,,"Toyo Ito : works, projects, writings / edited by Andrea Maffei.",Milano :,Electa,c2001.,39097011544831,,39097011544831
Visual arts,N6853.M33 C68 2002,Book,"Cowling, Elizabeth",0810962586; 9780810962583,,Interpreting Matisse Picasso / Elizabeth Cowling.,London :,Distributed in North and South America by Harry N Abrams; Tate,2002,39097011545085,,39097011545085
Visual arts,N6512 .P59 2002,Book,"Pohl, Frances K. 1952- (Frances Kathryn),",0500283346; 9780500283349; 0500237921; 9780500237922,,Framing America : a social history of American art / Francis K. Phol.,"New York, N.Y. :",Thames & Hudson,2002,39097011545499,,39097011545499
Architecture,NA735.C4 K36 2001,Book,"Kamin, Blair.",0226423212; 9780226423210,,Why architecture matters : lessons from Chicago / Blair Kamin.,Chicago :,University of Chicago Press,2001,39097011546760,31.87,39097011546760
Architecture,NA682.P67 J38 2002,Book,"Jencks, Charles, 1939-",0300095120; 9780300095128; 0300095139; 9780300095135,,The new paradigm in architecture : the language of post-modernism / Charles Jencks.,New Haven :,Yale University Press,c2002.,39097011547248,55.25,39097011547248
Visual arts,N6853.M33 A4 2002,Book,,0870700081; 9780870700088; 087070009X; 9780870700095,,Matisse Picasso / Elizabeth Cowling ... [et al.].,[London] :,Museum of Modern Art; Réunion des Musées Nationaux; Tate Pub,c2002.,39097011548014,,39097011548014
Visual arts,N7073.M8 C67 2002,Book,"Cordulack, Shelley Wood, 1948-",0838638910; 9780838638910,,Edvard Munch and the physiology of symbolism / Shelley Wood Cordulack.,Madison [N.J.] :,Associated University Presses; Fairleigh Dickinson University Press,c2002.,39097011548568,,39097011548568
Architecture,NA2795 .B73 2002,Book,"Braham, William W., 1957-",0754607224; 9780754607229,,Modern color/modern architecture : Amédée Ozenfant and the genealogy of color in modern architecture / William W. Braham.,"Burlington, Vt. :",Ashgate Pub Co,2002,39097011550333,59.46,39097011550333
Architecture,NA710.5.S85 S34 2002,Book,"Schmitt, Ronald E.",0252027264; 9780252027260,,Sullivanesque : urban architecture and ornamentation / Ronald E. Schmitt.,Urbana :,University of Illinois Press,c2002.,39097011550622,,39097011550622
Visual arts,N6535.N5 B35 2002,Book,"Baigell, Matthew",0813531241; 9780813531243,,Jewish artists in New York : the Holocaust years / Matthew Baigell.,"New Brunswick, N.J. :",Rutgers University Press,c2002.,39097011551000,,39097011551000
Visual arts,N6853.D33 A4 2002,Book,"DeVonyar, Jill.",0810932822; 9780810932821; 0810990776; 9780810990777; 1885444265; 9781885444264,,Degas and the dance / Jill De Vonyar and Richard Kendall.,New York :,Harry N Abrams in association with the American Federation of Arts,2002,39097011551182,,39097011551182
Architecture,NA710 .M39 2002,Book,"Maynard, W. Barksdale (William Barksdale)",0300093837; 9780300093834,,"Architecture in the United States, 1800-1850 / W. Barksdale Maynard.",New Haven :,Yale University Press,c2002.,39097011551489,,39097011551489
Architecture,NA2794 .G44 2002,Book,,3803006228; 9783803006226,,"Das Geheimnis des Schattens : Licht und Schatten in der Architektur = The secret of the shadow : light and shadow in architecture / herausgegeben von Deutsches Architektur Museum ; Herausgebergruppe, Hélène Binet ... [et al.] ; mit Hilfe und Beiträgen von Roberto Casati, Werner Oechslin ; mit weiteren Beiträgen von Tadao Ando ... [et al.].",Tübingen :,Available through DAP; E Wasmuth,c2002.,39097011556355,,39097011556355
Architecture,NA1068 .N43 2002,Book,,3775711945; 9783775711944,,"New German architecture : reflective modernism ; [in conjunction with the exhibition entitled ""New German Architecture: A Reflexive Modernism"", Martin-Gropius-Bau, Berlin, July 11 to September 16, 2002 ; to be followed by additional presentations in Germany and abroad] / edited by Ullrich Schwarz ; NGA, New German Architecture, Initiative Architektur und Baukultur ; [translations: John S. Southard, Sandra Harper, Harry F. Mallgrave].",Ostfildern-Ruit :,Hatje Cantz,2002,39097011559896,,39097011559896
Architecture,NA7820 .B73 2002,Book,"Braden, Susan R., 1946-",0813025567; 9780813025568,,The architecture of leisure : the Florida resort hotels of Henry Flagler and Henry Plant / Susan R. Braden ; foreword by Gary R. Mormino and Raymond Arsenault.,Gainesville :,University Press of Florida,c2002.,39097011560696,,39097011560696
Architecture,NA190 .A76 2002,Book,"Arnold, Dana",0415250498; 9780415250498; 0415250501; 9780415250504,,Reading architectural history / Dana Arnold.,London ;,Routledge,2002,39097011560795,,39097011560795
Architecture,NA1123.P2 R93 2002,Book,"Rybczynski, Witold",0743205863; 9780743205863,,The perfect house : a journey with the Renaissance master Andrea Palladio / Witold Rybczynski.,New York :,Scribner,c2002.,39097011560837,21.25,39097011560837
Visual arts,N8193 .M33 2002,Book,"McArthur, Meher",050051089X; 9780500510896,,Reading Buddhist art : an illustrated guide to Buddhist signs and symbols / Meher McArthur.,London ;,Thames & Hudson,2002,39097011561017,,39097011561017
Visual arts,N6848.5.O7 H53 2002,Book,"Hicken, Adrian.",1840146052; 9781840146059,,"Apollinaire, cubism and orphism / Adrian Hicken.","Aldershot, Hants ; Burlington, VT :",Ashgate,c2002.,39097011564730,,39097011564730
Architecture,NA1123.M67 A3 2002,Book,"Moretti, Luigi, 1907-1973.",1568983069; 9781568983066,,"Luigi Moretti : works and writings / Federico Bucci, Marco Mulazzani ; translated by Marina deConciliis.",New York :,Princeton Architectural Press,c2002.,39097011566016,51,39097011566016
Visual arts,N955.P6 .F74 2001,Book,"Dyson, Anthony, 1931-",0954093801; 9780954093808,,Passion & paradox : the art of Stanislav Frenkiel / Anthony Dyson.,Teddington :,Black Star,2001,39097011567808,,39097011567808
Architecture,NA737.S59 W33 2002,Book,"Wagener, Wolfgang.",0714840637; 9780714840635,,Raphael Soriano / Wolfgang Wagener.,London ;,Phaidon,2002,39097011568111,,39097011568111
Visual arts,N8193.C6 A24 2002,Book,"Abe, Stanley K.",0226000443; 9780226000442,,Ordinary images / Stanley K. Abe.,Chicago :,University of Chicago Press,2002,39097011568509,,39097011568509
Visual arts,N6853.F36 C37 2002,Book,"Carter, Curtis L.",0300096976; 9780300096972,,"Jean Fautrier, 1898-1964 / Curtis L. Carter, Karen K. Butler ; with essays by Yve-Alain Bois, Benjamin H.D. Buchloh, Rachel E. Perry.",New Haven :,Yale University Press,c2002.,39097011568814,,39097011568814
Visual arts,N8189.G7 D73 2002,Book,"Drandaki, Anastasia.",8881189631; 9788881189632,,"Greek icons : 14th-18th century, the Rena Andreadis collection / Anastasia Drandaki ; translated by John Avgherinos.",Milano :,Distributed in North America and Latin America by Rizzoli International Publications through St Martin's Press; Skira,2002,39097011569127,,39097011569127
Architecture,NA1508.J25 S23 2002,Book,"Sachdev, Vibhuti.",1861891377; 9781861891372,,Building Jaipur : the making of an Indian city / Vibhuti Sachdev and Giles Tillotson.,London :,Reaktion,c2002.,39097011569853,,39097011569853
Architecture,NA680 .C86 2002,Book,"Cuito, Aurora",0823030776; 9780823030774,,"Minimalism maximalism / [editor, Paco Asensio ; author, Aurora Cuito].","New York, NY :",Distributed in the US and Canada by Watson-Guptill Publications; Loft Publications SL and HBI,2002,39097011570059,,39097011570059
Visual arts,N6999.R62 A4 2002,Book,"Rodchenko, Aleksandr Mikhaĭlovich, 1891-1956",3775711783; 9783775711784,,Alexander Rodchenko : spatial constructions = Raumkonstruktionen / edited by Galerie Gmurzynska.,Ostfildern :,Distribution in the US DAP Distributed Art Publishers; Hatje Cantz,c2002.,39097011570323,,39097011570323
Architecture,NA645.5.E25 W37 2001,Book,"Watkin, David, 1941-2018.",0226874826; 9780226874821; 0226874834; 9780226874838,,Morality and architecture revisited / David Watkin.,"Chicago, IL :",University of Chicago Press,c2001.,39097011573111,17,39097011573111
Architecture,NA1044 .P47 2001,Book,"Pérouse de Montclos, Jean-Marie.",2708406132; 9782708406131,,L'architecture à la française : du milieu du XVe siècle à la fin du XVIIIe siècle / Jean-Marie Pérouse de Montclos.,Paris :,Picard,2001,39097011573335,78.57,39097011573335
Architecture,NA2515 .P57 2002,Book,"Piranesi, Giovanni Battista, 1720-1778",0892366362; 9780892366361,,"Observations on the letter of Monsieur Mariette : with opinions on architecture, and a preface to a new treatise on the introduction and progress of the fine arts in Europe in ancient times / Giovanni Battista Piranesi ; introduction by John Wilton-Ely ; translation by Caroline Beamish and David Britt.","Los Angeles, CA :",Getty Research Institute,c2002.,39097011574283,,39097011574283
Visual arts,N7950.A1 S64 2002,Book,"Smith, Jeffrey Chipps, 1951-",0691090726; 9780691090726,,Sensuous worship : Jesuits and the art of the early Catholic Reformation in Germany / Jeffrey Chipps Smith.,"Princeton, N.J. :",Princeton University Press,c2002.,39097011574457,,39097011574457
Architecture,NA2542.35 .P67 2002,Book,"Porteous, Colin.",0415256240; 9780415256247; 0415256259; 9780415256254,,The new eco-architecture : alternatives from the modern movement / Colin Porteous.,London ;,Spon Press,2002,39097011575454,,39097011575454
Architecture,NA6853.G5 A4 2001,Book,"Peppiatt, Michael.",0300092423; 9780300092424; 0300090692; 9780300090697,,Alberto Giacometti in postwar Paris / Michael Peppiatt.,New Haven : London :,Yale University Press in association with The Sainsbury Centre for Visual Arts,c2001.,39097011578037,,39097011578037
Architecture,NA7448 .M63 2001,Book,,3791325078; 9783791325071,,"Modern urban housing in China, 1840-2000 / edited by Lü Junhua, Peter G. Rowe, and Zhang Jie.",Munich ;,Prestel,c2001.,39097011579092,27.64,39097011579092
Visual arts,N8354 .H57 2001,Book,"Hirshler, Erica E.",0878464824; 9780878464821,,"A studio of her own : women artists in Boston, 1870-1940 / Erica E. Hirshler ; with biographies of the artists by Janet L. Comey and Ellen E. Roberts.",Boston :,MFA Publications,c2001.,39097011580033,,39097011580033
Architecture,NA2500 .W47 2002,Book,,0415256267; 9780415256261; 0415256275; 9780415256278,,What is architecture? / edited by Andrew Ballantyne.,London ;,Routledge,2002,39097011580058,,39097011580058
Visual arts,N6847 .D34 2002,Book,"Dawkins, Heather, 1957-",0521807557; 9780521807555,,"The nude in French art and culture, 1870-1910 / Heather Dawkins.","Cambridge, UK ; New York, NY :",Cambridge University Press,2002,39097011580330,,39097011580330
Visual arts,N6868.5.E9 N49 2001,Book,,0300094469; 9780300094466,,"New worlds : German and Austrian Art, 1890-1940 / edited by Renée Price with the assistance of Pamela Kort and Leslie Topp.",New Haven :,Yale University Press,2001,39097011580884,,39097011580884
Visual arts,N8217.H67 M49 2002,Book,"Meyer, Richard, 1966-",0195107608; 9780195107609; 0195107616; 9780195107616,,Outlaw representation : censorship & homosexuality in twentieth-century American art / Richard Meyer.,Oxford ;,Oxford University Press,2002,39097011581130,,39097011581130
Architecture,NA1088.M57 A4 1999,Book,"Zevi, Bruno, 1918-",3764359757; 9783764359751; 0817659757; 9780817659752,,"Erich Mendelsohn : the complete works / Bruno Zevi ; [translation into English, Lucinda Byatt].","Basel, Switzerland ;",Birkhäuser,c1999.,39097011583508,121,39097011583508
Visual arts,N7311 .S85 2002,Book,"Sumner, Christina.",1863170855; 9781863170857,,Arts of Southeast Asia / Christina Sumner with Milton Osborne.,"Sydney, N.S.W. :",Lund Humphries; Powerhouse,2002,39097011586261,,39097011586261
Visual arts,N7073.M8 T55813 2001,Book,"Tøjner, Poul Erik.",3791324942; 9783791324944,,Munch : in his own words / Poul Erik Tøjner.,Munch ;,Prestel,2001,39097011586535,,39097011586535
Architecture,NA2543.L34 M37 2002,Book,"Markus, Thomas A.",0415143454; 9780415143455; 0415143462; 9780415143462,,The words between the spaces : buildings and language / Thomas A. Markus and Deborah Cameron.,London ;,Routledge,2002,39097011586634,,39097011586634
Architecture,NA1123.P2 A4 2001,Book,"Palladio, Andrea, 1508-1580.",0789306611; 9780789306616,,Andrea Palladio : the complete illustrated works / photography by Pino Guidolotti ; introduction by Howard Burns ; text by Guido Beltramini ; edited by Guido Beltramini and Antonio Padoan.,New York :,Universe,2001,39097011587152,38.25,39097011587152
Visual arts,N6853.P5 A4 2002,Book,"Picasso, Pablo, 1881-1973.",0821227920; 9780821227923,,"Picasso : 200 masterworks from 1898 to 1972 / edited by Beernice B. Rose, Bernard Ruiz Picasso.",Boston :,Bulfinch Press/Little Brown,2002,39097011587194,,39097011587194
Architecture,NA9095 .I46 2001,Book,,0882851691; 9780882851693; 0882851705; 9780882851709,,Imaging the city : continuing struggles and new directions / edited by Lawrence J. Vale and Sam Bass Warner Jr.,"New Brunswick, NJ :",Center for Urban Policy Research,c2001.,39097011587251,46.71,39097011587251
Architecture,NA2440.N47 M874 1999,Book,,1580930409; 9781580930406,,"Education of an architect : a point of view, the Cooper Union School of Art & Architecture / [edited by Ulrich Franzen, Alberto Pérez-Gómez, Kim Shkapich].",New York :,Monacelli Press,1999,39097011587392,42.5,39097011587392
Architecture,NA200 .W37 2000,Book,"Watkin, David, 1941-2018.",0823022730; 9780823022731; 0823022749; 9780823022748,,A history of Western architecture / David Watkin.,New York :,Watson-Guptill Publications,2000,39097011587541,42.5,39097011587541
Architecture,NA2542.4 .B618 2002,Book,,0262041952; 9780262041959,,Body and building : essays on the changing relation of body and architecture / edited by George Dodds and Robert Tavernor.,"Cambridge, Mass. :",MIT Press,c2002.,39097011587608,,39097011587608
Visual arts,N6512 .M597 2002,Book,"Morris, Daniel, 1962-",1558493247; 9781558493247,,Remarkable modernisms : contemporary American authors on modern art / Daniel Morris.,Amherst :,University of Massachusetts Press,c2002.,39097011589455,,39097011589455
Visual arts,N7480 .A29 2002,Book,"Ackerman, James S.",0262011867; 9780262011860,,"Origins, imitation, conventions : representation in the visual arts / James S. Ackerman.","Cambridge, Mass. :",MIT Press,c2002.,39097011590339,,39097011590339
Visual arts,N6853.P5 A4 2001,Book,"Picasso, Pablo, 1881-1973.",2884430660; 9782884430661,,"Picasso : sous le soleil de Mithra ; Fondation Pierre Gianadda, Martigny, Suisse, 29 juin au 4 novembre 2001 / sous la direction de Jean Clair.",Martigny :,Fondation Pierre Gianadda,2001,39097011596179,,39097011596179
Visual arts,N6999.M34 A4 2001,Book,"Malevich, Kazimir Severinovich, 1878-1935.",3935298099; 9783935298094,,"Kasimir Malewitsch / Staatliches Russisches Museum, Kunstforum Wien ; [Herausgeber, Ingried Brugger, Joseph Kiblitsky ; mit Beiträgen von Elena Basner ... et al. ; Übersetzung der Beiträge, Elena Basner ... et al.].",[Bad Breisig] :,Palace Editions,c2001.,39097011598274,37.02,39097011598274
Visual arts,N7353.6.U53 M82 2001,Book,,1903973031; 9781903973035; 1903973007; 9781903973004; 0810966441; 9780810966444,,"The dawn of the floating world, 1650-1765 : early ukiyo-e treasures from the Museum of Fine Arts, Boston / Timothy Clark, Anne Nishimura Morse, Louise E. Virgin with Allen Hockley.",London :,Distributed in the US and Canada by HN Abrams; Royal Academy of Arts,c2001.,39097011599926,,39097011599926
Visual arts,N6853.P5 A4 2001b,Book,"Picasso, Pablo, 1881-1973.",3791325612; 9783791325613; 3791325302; 9783791325309,,Picasso érotique / edited by Jean Clair ; with contributions by Jean Clair ... [et al.].,Munich ;,Prestel,c2001.,39097011599975,,39097011599975
Visual arts,N6850 .P3748 2002,Book,Paris: Capital of the Arts 1900-1968 Royal Academy of Arts and Gugenheim Museum) (2002 : Exhibition,0900946970; 9780900946974; 0900946989; 9780900946981; 0810966395; 9780810966390,,Paris : capital of the arts 1900-1968 / Sarah Wilson ... [et al.],London :,Royal Academy of Arts,c2002.,39097011600096,,39097011600096
Architecture,NA2930 .M37 2001,Book,"Marchand, Trevor Hugh James.",0700715118; 9780700715114,,Minaret building and apprenticeship in Yemen / Trevor Hugh James Marchand.,Richmond :,Curzon,2001,39097011603710,,39097011603710
Architecture,NA209.5 .E46 2002,Book,,0415248132; 9780415248136; 0415248140; 9780415248143,,"Embodied utopias : gender, social change, and the modern metropolis / edited by Amy Bingaman, Lise Sanders and Rebecca Zorach.",London ;,Routledge,2002,39097011604411,,39097011604411
Architecture,NA2543.W65 R46 2002,Book,"Rendell, Jane, 1967-",0813529808; 9780813529806; 0813529816; 9780813529813,,"The pursuit of pleasure : gender, space & architecture in Regency London / Jane Rendell.","New Brunswick, N.J. :",Rutgers University Press,2002,39097011604676,,39097011604676
Architecture,NA6002 M53 2002,Book,"Michell, George",0195656512; 9780195656510,,Pattadakal / George Michell with photographs by Jeffery Gorbeck.,New Delhi :,Oxford University Press,2002,39097011605897,,39097011605897
Architecture,NA1088.M65 B566 2001,Book,"Blaser, Werner, 1924-2019.",3764364475; 9783764364472,,"Mies van der Rohe : Crown Hall : Illinois Institute of Technology, Chicago, The Department of Architecture / Werner Blaser ; [translation into English, Katja Steiner, Bruce Almberg, and into German, Kimi Lum].",Basel :,Birkhäuser,c2001.,39097011605921,25.46,39097011605921
Architecture,NA730.F6 G67 2002,Book,"Gordon, Elsbeth K.",0813024633; 9780813024639,,Florida's colonial architectural heritage / Elsbeth Gordon ; foreword by Janet Snyder Matthews.,Gainesville :,University Press of Florida,c2002.,39097011606788,,39097011606788
Architecture,NA2599.8.L43 A3 2001,Book,"Lees-Milne, James",0719562058; 9780719562051,,"Holy dread : diaries, 1982-1984 / James Lees-Milne ; edited by Michael Bloch.",London :,John Murray,2001,39097011607570,35.44,39097011607570
Visual arts,N6853.P5 S73 2001,Book,"Staller, Natasha Elena.",0300072422; 9780300072426,,A sum of destructions : Picasso's cultures & the creation of Cubism / Natasha Staller.,New Haven :,Yale University Press,c2001.,39097011609527,,39097011609527
Architecture,NA7515.P19 K43 2001,Book,"Khasawneh, Diala, 1975-",0887282792; 9780887282799,,Memoirs engraved in stone : Palestinian urban mansions / Diala Khasawneh ; photographs by Mia Gröndahl ; drawings by Firas Rahhal.,Ramallah :,Institute of Jerusalem Studies; Riwaq-Centre for Architectural Conservation,c2001.,39097011609535,21.25,39097011609535
Architecture,NA7110 .W47 2002,Book,"Weston, Richard",0789207400; 9780789207401,,Twentieth-century residential architecture / Richard Weston.,New York ;,Abbeville Press Pub,2002,39097011609634,,39097011609634
Visual arts,N7572 .E95 2002,Book,,0823016331; 9780823016334,,Exposed : the Victorian nude / edited by Alison Smith ; with contributions by Robert Upstone ... [et al.].,New York :,Watson-Guptill,2002,39097011609667,,39097011609667
Visual arts,N7088.5.M6 U88 2002,Book,,0300093594; 9780300093599,,"Utopia & reality : modernity in Sweden, 1900-1960 / [catalogue editor, Cecilia Widenheim].",New Haven :,For the Bard Graduate Center for Studies in the Decorative Arts Design and Culture New York by Yale University Press,2002,39097011610764,,39097011610764
Architecture,NA705 .C37 2002,Book,"Carter, Brian, 1942-",0500341826; 9780500341827,,All American : innovation in American architecture / Brian Carter and Annette LeCuyer.,London ;,Thames & Hudson,c2002.,39097011615813,,39097011615813
Visual arts,N8354 .A73 2002,Book,,0520230655; 9780520230651; 0520230663; 9780520230668,,"Art, women, California, 1950-2000 : parallels and intersections / editors, Diana Burgess Fuller and Daniela Salvioni ; poetry editor, Gail Tsukiyama ; editorial assistant, Deborah Munk.",Berkeley :,University of California Press,c2002.,39097011616878,,39097011616878
Architecture,NA7800 .D46 1998,Book,"Denby, Elaine",1861890109; 9781861890108,,Grand hotels : reality & illusion / Elaine Denby.,London :,Reaktion Books,1998,39097011617967,65,39097011617967
Architecture,NA737.S578 J64 2001,Book,"John, Richard.",1901092216; 9781901092219,,Thomas Gordon Smith and the rebirth of classical architecture / Richard John.,London :,Andreas Papadakis Publisher,c2001.,39097011618395,,39097011618395
Visual arts,N6846 .D34 2002,Book,"Delaforce, Angela.",0521571308; 9780521571302,,Art and patronage in eighteenth-century Portugal / Angela Delaforce.,Cambridge ;,Cambridge University Press,2002,39097011620755,148.75,39097011620755
Visual arts,N6868 .A85 1999,Book,,3775708154; 9783775708159,,Aufstieg und Fall der Moderne / herausgegeben von Rolf Bothe und Thomas Föhl ; mit Beiträgen von Rolf Bothe ... [et al.].,Ostfildern :,Hatje Cantz,1999,39097011622058,,39097011622058
Visual arts,N6868.5.E9 S837 2001,Book,,3487114402; 9783487114408,,"""Der stärkste Ausdruck unserer Tage"" : Neue Sachlichkeit in Hannover : 9.12.2001 - 10.3.2002, Sprengel-Museum Hannover / [Ausstellung und Katalog, Christian Fuhrmeister]",Hildesheim ;,Georg Olms Verlag,2001,39097011623973,32.51,39097011623973
Visual arts,N7304 .D35 2001,Book,"Dalmia, Yashodhara.",0195653289; 9780195653281,,The making of modern Indian art : the progressives / Yashodhara Dalmia.,New Delhi ;,Oxford University Press,2001,39097011624005,127.5,39097011624005
Architecture,NA6087 .P56,Book,"Pinkerfeld, Jacob.",,,"Bate-ha-keneset be-Afriḳah ha-tsefonit : Tunisyah, Alg'iryah, Maroḳo / Yaʻaḳov Pinḳerfeld.",Yerushalayim :,Mosad Byaliḳ,1974,39097011686608,,39097011686608
Visual arts,N8220 .B27 2009,Book,"Bartal, Ruth.",9654934043; 9789654934046; 965493437X; 9789654934374,,"Ahavah artsit, ahavah shamaimit : ha-zug ha-Miḳraʼi bi-reʼi ha-omanut ha-maʻaravit / Rut Barṭal.",Yerushalayim :,Hotsaʼat sefarim ʻa sh YL Magnes ha-Universiṭah ha-ʻIvrit,2009,39097011794519,,39097011794519
